CUSTOMER_GROUP_CODE,CUSTOMER_ID,MAJOR_MARKET_ID,MAJOR_MARKET_NAME,DELIVERY_MON,QUANTITY_LBS
1,"1,216",1,OPEN MOLD REINFORCED,1/10/16,"1,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/12/16,"1,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/1/17,"12,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/2/17,"12,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/3/17,0
1,"1,216",1,OPEN MOLD REINFORCED,1/4/17,"5,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/6/17,"17,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/7/17,"2,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/8/17,0
1,"1,216",1,OPEN MOLD REINFORCED,1/9/17,"39,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/10/17,"24,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/11/17,"12,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/12/17,"12,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/1/18,"24,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/2/18,"36,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/4/18,"12,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/5/18,"12,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/6/18,0
1,"1,216",1,OPEN MOLD REINFORCED,1/7/18,"12,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/8/18,"12,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/12/18,"15,000"
1,"1,216",1,OPEN MOLD REINFORCED,1/2/19,"2,000"
1,"1,218",1,OPEN MOLD REINFORCED,1/7/16,"11,000"
1,"1,218",1,OPEN MOLD REINFORCED,1/8/16,"22,000"
1,"1,218",1,OPEN MOLD REINFORCED,1/2/17,"8,000"
1,"1,218",1,OPEN MOLD REINFORCED,1/12/17,"7,000"
1,"1,218",1,OPEN MOLD REINFORCED,1/10/24,"1,000"
1,"1,218",1,OPEN MOLD REINFORCED,1/2/25,"2,000"
1,"1,218",1,OPEN MOLD REINFORCED,1/8/25,"1,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/3/14,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/4/14,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/10/14,"5,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/3/15,"78,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/6/16,"78,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/8/16,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/9/16,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/11/16,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/3/17,"40,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/8/17,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/11/17,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/1/18,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/3/18,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/4/18,"116,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/7/18,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/12/18,"39,000"
1,"1,221",1,OPEN MOLD REINFORCED,1/2/19,"39,000"
1,"1,223",75,TOLL,1/5/16,0
1,"1,223",75,TOLL,1/11/16,"51,000"
1,"1,223",75,TOLL,1/8/17,"102,000"
1,"1,223",75,TOLL,1/7/18,"53,000"
1,"1,236",1,OPEN MOLD REINFORCED,1/10/16,"18,000"
1,"1,236",1,OPEN MOLD REINFORCED,1/7/18,"2,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/1/14,"2,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/5/16,"12,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/7/16,"2,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/8/16,"12,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/9/16,"2,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/10/16,"12,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/1/17,"15,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/3/17,"12,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/8/17,"12,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/11/17,"24,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/3/18,"22,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/4/18,0
1,"1,260",1,OPEN MOLD REINFORCED,1/6/18,"2,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/7/18,"24,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/10/18,"22,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/11/18,"24,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/2/19,"24,000"
1,"1,260",1,OPEN MOLD REINFORCED,1/3/19,0
1,"1,260",1,OPEN MOLD REINFORCED,1/4/19,"19,000"
1,"1,297",5,OPEN MOLD NON-REINFORCED,1/5/16,"2,000"
1,"1,297",5,OPEN MOLD NON-REINFORCED,1/7/16,"2,000"
1,"1,297",5,OPEN MOLD NON-REINFORCED,1/9/16,"1,000"
1,"1,297",5,OPEN MOLD NON-REINFORCED,1/11/16,0
1,"1,297",5,OPEN MOLD NON-REINFORCED,1/1/17,"2,000"
1,"1,297",5,OPEN MOLD NON-REINFORCED,1/2/17,"1,000"
1,"1,297",5,OPEN MOLD NON-REINFORCED,1/6/17,"1,000"
1,"1,297",5,OPEN MOLD NON-REINFORCED,1/7/17,"3,000"
1,"1,297",5,OPEN MOLD NON-REINFORCED,1/8/17,0
1,"1,297",5,OPEN MOLD NON-REINFORCED,1/12/17,"1,000"
1,"1,404",88,INTER-COMPANY,1/1/14,"53,000"
1,"1,404",88,INTER-COMPANY,1/2/14,"10,000"
1,"1,404",88,INTER-COMPANY,1/4/14,"9,000"
1,"1,404",88,INTER-COMPANY,1/5/14,"26,000"
1,"1,404",88,INTER-COMPANY,1/6/14,"4,000"
1,"1,404",88,INTER-COMPANY,1/7/14,"2,000"
1,"1,404",88,INTER-COMPANY,1/8/14,"9,000"
1,"1,404",88,INTER-COMPANY,1/9/14,"24,000"
1,"1,404",88,INTER-COMPANY,1/10/14,"5,000"
1,"1,404",88,INTER-COMPANY,1/11/14,"18,000"
1,"1,404",88,INTER-COMPANY,1/12/14,"24,000"
1,"1,404",88,INTER-COMPANY,1/4/15,"24,000"
1,"1,404",88,INTER-COMPANY,1/7/15,"24,000"
1,"1,404",88,INTER-COMPANY,1/10/15,"24,000"
1,"1,404",88,INTER-COMPANY,1/12/15,"24,000"
1,"1,404",88,INTER-COMPANY,1/1/16,0
1,"1,404",88,INTER-COMPANY,1/3/16,"24,000"
1,"1,404",88,INTER-COMPANY,1/5/16,"777,000"
1,"1,404",88,INTER-COMPANY,1/6/16,"181,000"
1,"1,404",88,INTER-COMPANY,1/7/16,"376,000"
1,"1,404",88,INTER-COMPANY,1/8/16,"386,000"
1,"1,404",88,INTER-COMPANY,1/9/16,"125,000"
1,"1,404",88,INTER-COMPANY,1/10/16,"539,000"
1,"1,404",88,INTER-COMPANY,1/11/16,"364,000"
1,"1,404",88,INTER-COMPANY,1/12/16,"69,000"
1,"1,404",88,INTER-COMPANY,1/1/17,"357,000"
1,"1,404",88,INTER-COMPANY,1/2/17,"295,000"
1,"1,404",88,INTER-COMPANY,1/3/17,"339,000"
1,"1,404",88,INTER-COMPANY,1/4/17,"220,000"
1,"1,404",88,INTER-COMPANY,1/5/17,"396,000"
1,"1,404",88,INTER-COMPANY,1/6/17,"263,000"
1,"1,404",88,INTER-COMPANY,1/7/17,"380,000"
1,"1,404",88,INTER-COMPANY,1/8/17,"251,000"
1,"1,404",88,INTER-COMPANY,1/9/17,"300,000"
1,"1,404",88,INTER-COMPANY,1/10/17,"338,000"
1,"1,404",88,INTER-COMPANY,1/11/17,"534,000"
1,"1,404",88,INTER-COMPANY,1/12/17,"55,000"
1,"1,404",88,INTER-COMPANY,1/1/18,"234,000"
1,"1,404",88,INTER-COMPANY,1/2/18,"307,000"
1,"1,404",88,INTER-COMPANY,1/3/18,"79,000"
1,"1,404",88,INTER-COMPANY,1/4/18,"403,000"
1,"1,404",88,INTER-COMPANY,1/5/18,"533,000"
1,"1,404",88,INTER-COMPANY,1/6/18,"498,000"
1,"1,404",88,INTER-COMPANY,1/7/18,"520,000"
1,"1,404",88,INTER-COMPANY,1/8/18,"401,000"
1,"1,404",88,INTER-COMPANY,1/9/18,"459,000"
1,"1,404",88,INTER-COMPANY,1/10/18,"465,000"
1,"1,404",88,INTER-COMPANY,1/11/18,"539,000"
1,"1,404",88,INTER-COMPANY,1/12/18,"245,000"
1,"1,404",88,INTER-COMPANY,1/1/19,"355,000"
1,"1,404",88,INTER-COMPANY,1/2/19,"504,000"
1,"1,404",88,INTER-COMPANY,1/3/19,"654,000"
1,"1,404",88,INTER-COMPANY,1/4/19,"421,000"
1,"1,404",88,INTER-COMPANY,1/5/19,"23,000"
1,"1,404",88,INTER-COMPANY,1/11/19,"23,000"
1,"1,404",88,INTER-COMPANY,1/2/20,"23,000"
1,"1,404",88,INTER-COMPANY,1/3/20,"23,000"
1,"1,431",4,DISTRIBUTION,1/3/14,"40,000"
1,"1,431",4,DISTRIBUTION,1/5/14,"40,000"
1,"1,431",4,DISTRIBUTION,1/7/14,"40,000"
1,"1,431",4,DISTRIBUTION,1/8/14,"40,000"
1,"1,431",4,DISTRIBUTION,1/10/14,"40,000"
1,"1,431",4,DISTRIBUTION,1/12/14,"40,000"
1,"1,431",4,DISTRIBUTION,1/3/15,"40,000"
1,"1,431",4,DISTRIBUTION,1/6/15,"40,000"
1,"1,431",4,DISTRIBUTION,1/7/15,"40,000"
1,"1,431",4,DISTRIBUTION,1/9/15,"37,000"
1,"1,431",4,DISTRIBUTION,1/11/15,"40,000"
1,"1,431",5,OPEN MOLD NON-REINFORCED,1/8/15,"90,000"
1,"1,431",5,OPEN MOLD NON-REINFORCED,1/9/15,"132,000"
1,"1,431",5,OPEN MOLD NON-REINFORCED,1/10/15,"104,000"
1,"1,431",5,OPEN MOLD NON-REINFORCED,1/11/15,"44,000"
1,"1,431",5,OPEN MOLD NON-REINFORCED,1/12/15,"88,000"
1,"1,431",5,OPEN MOLD NON-REINFORCED,1/1/16,"44,000"
1,"1,431",5,OPEN MOLD NON-REINFORCED,1/2/16,"44,000"
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/5/16,"13,000"
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/7/16,"15,000"
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/10/16,"1,000"
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/12/16,"49,000"
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/1/17,"49,000"
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/2/17,"49,000"
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/3/17,0
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/4/17,0
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/8/17,0
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/9/17,0
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/2/19,"23,000"
1,"1,516",5,OPEN MOLD NON-REINFORCED,1/3/19,"97,000"
1,"1,603",4,DISTRIBUTION,1/1/14,"39,000"
1,"1,603",4,DISTRIBUTION,1/2/14,"78,000"
1,"1,626",4,DISTRIBUTION,1/1/14,"77,000"
1,"1,626",4,DISTRIBUTION,1/2/14,"27,000"
1,"1,626",4,DISTRIBUTION,1/3/14,"76,000"
1,"1,626",4,DISTRIBUTION,1/4/14,"49,000"
1,"1,626",4,DISTRIBUTION,1/5/16,"85,000"
1,"1,626",4,DISTRIBUTION,1/6/16,"65,000"
1,"1,626",4,DISTRIBUTION,1/7/16,"49,000"
1,"1,626",4,DISTRIBUTION,1/8/16,"55,000"
1,"1,626",4,DISTRIBUTION,1/9/16,"16,000"
1,"1,626",4,DISTRIBUTION,1/10/16,"38,000"
1,"1,626",4,DISTRIBUTION,1/11/16,"33,000"
1,"1,626",4,DISTRIBUTION,1/12/16,"12,000"
1,"1,626",4,DISTRIBUTION,1/1/17,"17,000"
1,"1,626",4,DISTRIBUTION,1/2/17,"133,000"
1,"1,626",4,DISTRIBUTION,1/3/17,"45,000"
1,"1,626",4,DISTRIBUTION,1/4/17,"89,000"
1,"1,626",4,DISTRIBUTION,1/5/17,"47,000"
1,"1,626",4,DISTRIBUTION,1/6/17,"107,000"
1,"1,626",4,DISTRIBUTION,1/7/17,"34,000"
1,"1,626",4,DISTRIBUTION,1/9/17,"149,000"
1,"1,626",4,DISTRIBUTION,1/10/17,"43,000"
1,"1,626",4,DISTRIBUTION,1/11/17,"52,000"
1,"1,626",4,DISTRIBUTION,1/12/17,"101,000"
1,"1,626",4,DISTRIBUTION,1/1/18,"65,000"
1,"1,626",4,DISTRIBUTION,1/2/18,"64,000"
1,"1,626",4,DISTRIBUTION,1/3/18,"15,000"
1,"1,626",4,DISTRIBUTION,1/4/18,"71,000"
1,"1,626",4,DISTRIBUTION,1/5/18,"104,000"
1,"1,626",4,DISTRIBUTION,1/6/18,"77,000"
1,"1,626",4,DISTRIBUTION,1/7/18,"10,000"
1,"1,626",4,DISTRIBUTION,1/8/18,"103,000"
1,"1,626",4,DISTRIBUTION,1/9/18,"39,000"
1,"1,626",4,DISTRIBUTION,1/10/18,"58,000"
1,"1,626",4,DISTRIBUTION,1/11/18,"92,000"
1,"1,626",4,DISTRIBUTION,1/12/18,"56,000"
1,"1,626",4,DISTRIBUTION,1/1/19,"109,000"
1,"1,626",4,DISTRIBUTION,1/2/19,"26,000"
1,"1,626",4,DISTRIBUTION,1/3/19,"50,000"
1,"1,626",4,DISTRIBUTION,1/4/19,"63,000"
1,"1,639",1,OPEN MOLD REINFORCED,1/12/14,"1,000"
1,"1,639",1,OPEN MOLD REINFORCED,1/10/15,0
1,"1,639",1,OPEN MOLD REINFORCED,1/1/16,0
1,"1,649",4,DISTRIBUTION,1/1/14,"25,000"
1,"1,649",4,DISTRIBUTION,1/2/14,0
1,"1,649",4,DISTRIBUTION,1/3/14,0
1,"1,649",4,DISTRIBUTION,1/4/14,"29,000"
1,"1,649",4,DISTRIBUTION,1/5/14,"15,000"
1,"1,649",4,DISTRIBUTION,1/6/14,0
1,"1,649",4,DISTRIBUTION,1/7/14,"21,000"
1,"1,649",4,DISTRIBUTION,1/9/14,"29,000"
1,"1,649",4,DISTRIBUTION,1/10/14,0
1,"1,649",4,DISTRIBUTION,1/11/14,"33,000"
1,"1,649",4,DISTRIBUTION,1/12/14,"1,000"
1,"1,649",4,DISTRIBUTION,1/1/15,"13,000"
1,"1,649",4,DISTRIBUTION,1/2/15,"28,000"
1,"1,649",4,DISTRIBUTION,1/3/15,0
1,"1,649",4,DISTRIBUTION,1/4/15,"31,000"
1,"1,649",4,DISTRIBUTION,1/5/15,"28,000"
1,"1,649",4,DISTRIBUTION,1/7/15,"29,000"
1,"1,649",4,DISTRIBUTION,1/8/15,"31,000"
1,"1,649",4,DISTRIBUTION,1/9/15,"29,000"
1,"1,649",4,DISTRIBUTION,1/12/15,"27,000"
1,"1,649",4,DISTRIBUTION,1/2/16,"24,000"
1,"1,649",4,DISTRIBUTION,1/3/16,"24,000"
1,"1,649",4,DISTRIBUTION,1/6/16,"25,000"
1,"1,649",4,DISTRIBUTION,1/9/16,"25,000"
1,"1,649",4,DISTRIBUTION,1/1/17,"25,000"
1,"1,649",4,DISTRIBUTION,1/3/17,"25,000"
1,"1,649",4,DISTRIBUTION,1/6/17,"25,000"
1,"1,649",4,DISTRIBUTION,1/9/17,"22,000"
1,"1,649",4,DISTRIBUTION,1/4/18,0
1,"1,649",4,DISTRIBUTION,1/5/18,"15,000"
1,"1,649",4,DISTRIBUTION,1/7/18,"23,000"
1,"1,649",4,DISTRIBUTION,1/10/18,"27,000"
1,"1,649",4,DISTRIBUTION,1/1/19,"26,000"
1,"1,649",4,DISTRIBUTION,1/4/19,"27,000"
1,"1,649",4,DISTRIBUTION,1/6/19,"27,000"
1,"1,649",4,DISTRIBUTION,1/8/19,"29,000"
1,"1,649",4,DISTRIBUTION,1/10/19,"28,000"
1,"1,649",4,DISTRIBUTION,1/11/19,"29,000"
1,"1,649",4,DISTRIBUTION,1/1/20,"28,000"
1,"1,649",4,DISTRIBUTION,1/5/20,"28,000"
1,"1,649",4,DISTRIBUTION,1/10/20,"28,000"
1,"1,649",4,DISTRIBUTION,1/11/20,"25,000"
1,"1,649",4,DISTRIBUTION,1/2/21,"29,000"
1,"1,649",4,DISTRIBUTION,1/5/21,"30,000"
1,"1,649",4,DISTRIBUTION,1/8/21,"6,000"
1,"1,649",4,DISTRIBUTION,1/10/21,"33,000"
1,"1,649",4,DISTRIBUTION,1/12/21,"35,000"
1,"1,649",4,DISTRIBUTION,1/1/22,"33,000"
1,"1,649",4,DISTRIBUTION,1/9/22,"5,000"
1,"1,649",4,DISTRIBUTION,1/1/23,"6,000"
1,"1,649",4,DISTRIBUTION,1/8/23,"5,000"
1,"1,649",4,DISTRIBUTION,1/1/24,"4,000"
1,"1,649",4,DISTRIBUTION,1/4/24,"4,000"
1,"1,649",4,DISTRIBUTION,1/3/25,"2,000"
1,"1,649",4,DISTRIBUTION,1/8/25,"2,000"
1,"1,649",4,DISTRIBUTION,1/9/25,"3,000"
1,"1,649",4,DISTRIBUTION,1/10/25,"4,000"
1,"1,649",4,DISTRIBUTION,1/1/26,"6,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/1/14,"54,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/5/16,"54,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/8/16,"54,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/9/16,"18,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/12/16,"18,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/1/17,"18,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/3/17,"90,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/4/17,"71,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/5/17,"71,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/6/17,"71,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/7/17,"54,000"
1,"1,703",1,OPEN MOLD REINFORCED,1/8/17,"71,000"
1,"1,797",1,OPEN MOLD REINFORCED,1/11/16,0
1,"1,800",1,OPEN MOLD REINFORCED,1/1/14,"6,000"
1,"1,800",1,OPEN MOLD REINFORCED,1/3/14,"6,000"
1,"1,800",1,OPEN MOLD REINFORCED,1/5/16,"6,000"
1,"1,800",1,OPEN MOLD REINFORCED,1/6/16,"6,000"
